time_s,stage,Ip_MA,loop_voltage_V,flux_consumed_Wb,q95,internal_inductance,vertical_stability_margin,line_average_density_1e19_m3,major_radius_m,minor_radius_m,elongation,triangularity,vertical_position_m,I_CS1_kA,I_CS2_kA,I_CS3_kA,I_PF1_kA,I_PF2_kA,I_PF3_kA,I_PF4_kA,I_Div1_kA,I_Div2_kA,I_VS_bias_kA,note
0.28,rampup,0.65,17.774354334129356,7.084703599071506,4.186568710364843,0.9473137420729685,0.3341941226218905,0.20171046509535573,1.85,0.3529548837197346,1.1580587737810943,0.054029386890547204,0.0,17.892458892027854,16.35661185603714,14.892458892027856,4.22820570823383,3.867308562350745,2.1980031446633066,-0.7923667537071659,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.3,rampup,0.7,17.728275113941034,7.43972989355221,4.183825899639348,0.9467651799278695,0.3340295539783608,0.21227028638851256,1.85,0.3535583020793436,1.1597044602163915,0.05485223010819579,0.0,17.881808103193432,16.342410804257913,14.881808103193434,4.23396561075737,3.875948416136055,2.2109333159225275,-0.7712954990902471,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.32,rampup,0.75,17.678179616829084,7.793794440859911,4.180844024811255,0.946168804962251,0.33385064148867527,0.2237505044766681,1.85,0.35421431454152386,1.1614935851132469,0.055746792556623494,0.0,17.8711861667742,16.328248222365602,14.871186166774203,4.240227547896363,3.8853413218445456,2.2239710660279175,-0.7501716503707567,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.34,rampup,0.8,17.624132621453562,8.146817563242738,4.177626941753188,0.9455253883506376,0.33365761650519127,0.2361362742502256,1.85,0.3549220728142986,1.163423834948087,0.056711917474043555,0.0,17.860595473102716,16.31412729747029,14.860595473102718,4.246983422318304,3.8954751334774564,2.2371146598367964,-0.7289960558406721,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.36,rampup,0.85,17.566198906474526,8.498720878522018,4.174178506337769,0.9448357012675538,0.33345071038026614,0.24941275059958817,1.85,0.3556807286056907,1.1654928961973383,0.05774644809866921,0.0,17.850038373644338,16.30005116485912,14.85003837364434,4.254225136690684,3.9063377050360257,2.2503623622064834,-0.7077695637919701,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.38,rampup,0.9,17.504443250552033,8.849427300092284,4.170502574437621,0.9441005148875241,0.33323015446625726,0.26356508841515924,1.85,0.3564894336237234,1.1676984553374272,0.058849227668713706,0.0,17.83951718099723,16.28602290799631,14.839517180997232,4.261944593680995,3.917916890521493,2.2637124379942986,-0.6864930225166275,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.4,rampup,0.9500000000000002,17.438930432346144,9.198861036921265,4.166603001925366,0.9433206003850731,0.3329961801155219,0.278578442587342,1.85,0.3573473395764195,1.1700381988447806,0.06001909942239028,0.0,17.829034168892363,16.27204555852315,14.829034168892361,4.270133695956731,3.9302005439350975,2.277163152057562,-0.6651672803066212,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.42,rampup,1.0,17.36972523051692,9.546947593549895,4.162483644673626,0.9424967289347251,0.33274901868041756,0.29443796800653954,1.85,0.35825359817180225,1.1725098131958243,0.061254906597912176,0.0,17.818591572193505,16.258122096258003,14.818591572193503,4.278784346185385,3.943176519278077,2.2907127692535934,-0.6437931854539287,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.44,rampup,1.05,17.29689242372441,9.893613770092308,4.1581483585550245,0.9416296717110049,0.33248890151330146,0.3111288195631553,1.85,0.3592073611178946,1.1751109848669852,0.06255549243349262,0.0,17.80819158689723,16.24425544919631,14.80819158689723,4.287888447034448,3.956832670551672,2.3043595544397126,-0.6223715862505264,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.46,rampup,1.1,17.220496790628687,10.23878766223584,4.153600999442184,0.9407201998884367,0.33221605996653103,0.3286361521475925,1.85,0.36020778012271953,1.1778394003346897,0.06391970016734487,0.0,17.797836370132924,16.230448493510565,14.797836370132925,4.297437901171413,3.9711568517571205,2.3181017724732396,-0.6009033309883915,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.48,rampup,1.15,17.1406031098898,10.582398661241024,4.148845423207726,0.9397690846415452,0.33193072539246354,0.3469451206502543,1.85,0.3612540068943002,1.1806927460753642,0.06534637303768216,0.0,17.78752804016277,16.21670405355036,14.78752804016277,4.307424611263775,3.9861369168956617,2.331937688211494,-0.5793892679595009,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.5,rampup,1.2,17.057276160167806,10.9243774539416,4.143885485724274,0.9387770971448548,0.33163312914345644,0.3660408799615441,1.85,0.36234519314065966,1.1836687085654354,0.06683435428271772,0.0,17.777268676381752,16.203024901842337,14.777268676381752,4.317840479979024,4.001760719968535,2.3458655665117956,-0.5578302454558315,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.52,rampup,1.276,16.970580720122772,11.264656022744507,4.138725042864451,0.9377450085728901,0.33132350257186705,0.385908584971865,1.85,0.36348049056982085,1.1867649742813295,0.0683824871406648,0.0,17.767060319317665,16.18941375909022,14.767060319317665,4.328677409984652,4.01801611497698,2.365965543576494,-0.5255838369155592,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.54,rampup,1.352,16.880581568414748,11.603167645629883,4.133367950500878,0.9366735901001755,0.3310020770300527,0.4065333905716204,1.85,0.3646590508898069,1.1899792296994731,0.06998961484973665,0.0,17.756904970631105,16.175873294174806,14.756904970631103,4.339927303948156,4.034890955922234,2.38615401291788,-0.4932941654844619,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.56,rampup,1.4280000000000002,16.787343483703797,11.939846896151069,4.127818064506179,0.9355636129012357,0.3306690838703707,0.42790045165121326,1.85,0.3658800258086407,1.193309161296293,0.07165458064814649,0.0,17.746804593115467,16.162406124153957,14.746804593115469,4.351582064537024,4.052373096805538,2.4064292393932725,-0.460962079454517,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.58,rampup,1.5039999999999998,16.690931244649978,12.274629643434606,4.122079240752975,0.934415848150595,0.3303247544451785,0.44999492310104694,1.85,0.3671425670343455,1.196752455548215,0.07337622777410756,0.0,17.73676111069696,16.149014814262614,14.736761110696962,4.3636335944187525,4.070450391628128,2.426789487859992,-0.42858842711770123,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.6,rampup,1.5799999999999998,16.591409629913347,12.60745305218024,4.1161553351138895,0.9332310670227779,0.32996932010683333,0.47280195981152506,1.85,0.36844582627494427,1.2003067989316663,0.07515339946583312,0.0,17.726776408434592,16.13570187791279,14.726776408434592,4.376073796260831,4.089110694391247,2.447233023175358,-0.3961740567659914,0.0,0.0,0.0,rampup_current_and_shape_evolution
0.62,rampup,1.656,16.488843418153962,12.938255582660913,4.110050203461546,0.9320100406923091,0.3296030122076927,0.49630671667305026,1.85,0.36978895523846,1.2039698779230728,0.0769849389615364,0.0,17.716852332520173,16.122469776693563,14.716852332520173,4.388894572730755,4.108341859096131,2.467758110196691,-0.36371981669136444,0.0,0.0,0.0,rampup_current_and_shape_evolution
