time_s,stage,Ip_MA,I_CS1_MA,I_CS2_MA,I_CS3_MA,I_PF1_MA,I_PF2_MA,I_PF3_MA,I_PF4_MA,I_Div1_MA,I_Div2_MA,I_VS_bias_MA,B0_T,loop_voltage_V,flux_consumed_Wb,q95,pf_balance_residual,strike_point_residual
1.7,flattop,8.705,4.961464741419495,5.948619655225992,4.961464741419495,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,0.0,0.0,0.0,12.2,0.95755,-310.4448622926677,3.2124118969691917,0.0,0.0
1.72,flattop,8.704990133642141,4.961460438946474,5.948613918595296,4.961460438946474,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-2.353485711811955e-06,1.7752336941677398e-06,0.0,12.2,0.9355381295013458,-310.4259314113727,3.2123873981191737,0.0,0.0011796482887526287
1.74,flattop,8.704960573506572,4.961456237113916,5.948608316151885,4.961456237113916,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-4.669855548044954e-06,3.522470892505653e-06,0.0,12.2,0.9132681958892861,-310.40744334811876,3.2123139984155213,0.0,0.002340692819304167
1.76,flattop,8.704911436253642,4.961452136893326,5.948602849191099,4.961452136893326,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-6.91257897264803e-06,5.214156620646057e-06,0.0,12.2,0.8908288636122763,-310.38940237752377,3.2121919880127274,0.0,0.00346482322583278
1.78,flattop,8.704842915805642,4.961448138851714,5.94859751846895,4.961448138851714,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-9.046286897478715e-06,6.82361198409328e-06,0.0,12.2,0.8683094457492535,-310.3718109944302,3.212021849220793,0.0,0.004534311300305336
1.8,flattop,8.704755282581475,4.961444243149474,5.948592324199297,4.961444243149474,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.1037329473945911e-05,8.325454910322835e-06,0.0,12.2,0.8457995396183748,-310.3546699045765,3.2118042545894405,0.0,0.005532290576905599
1.82,flattop,8.70464888242944,4.961440449539926,5.948587266053233,4.961440449539926,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.2854306771227794e-05,9.696000439230793e-06,0.0,12.2,0.8233886617716172,-310.3379780225626,3.211540064236878,0.0,0.006443022326277787
1.84,flattop,8.704524135262329,4.961436757370504,5.94858234316067,4.961436757370504,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.4468563971936991e-05,1.0913634249102349e-05,0.0,12.2,0.801165883983164,-310.32173247710506,3.211230322433888,0.0,0.007252143764689716
1.86,flattop,8.704381533400218,4.961433165585604,5.948577554114136,4.961433165585604,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.585464327570749e-05,1.1959153527376413e-05,0.0,12.2,0.7792194718464396,-310.3059286235468,3.2108762534571094,0.0,0.007946894563711756
1.88,flattop,8.704221639627509,4.96142967273106,5.948572896974745,4.96142967273106,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.6990685383915155e-05,1.2816069810471628e-05,0.0,12.2,0.75763652756427,-310.2905600635527,3.210479256728213,0.0,0.008516318088219295
1.9,flattop,8.704045084971874,4.961426276960228,5.948568369280301,4.961426276960228,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.7858774233875024e-05,1.3470869016706715e-05,0.0,12.2,0.7365026384701157,-310.27561867189235,3.210040901258626,0.0,0.008951434189073798
1.92,flattop,8.703852566213879,4.961422976041657,5.94856396805554,4.961422976041657,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.844521954585228e-05,1.3913224571441401e-05,0.0,12.2,0.715901532797798,-310.2610946301797,3.2095629194222433,0.0,0.009245380825439119
1.94,flattop,8.703644843137106,4.961419767368301,5.948559689824398,4.961419767368301,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.8740772726951497e-05,1.4136160263327049e-05,0.0,12.2,0.6959147441616882,-310.2469764674101,3.209047200081225,0.0,0.009393522283264524
1.96,flattop,8.703422735529642,4.961416647968233,5.948555530624306,4.961416647968233,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.8740772726951497e-05,1.4136160263327049e-05,0.0,12.2,0.6766212861471727,-310.233251107107,3.2084957810925854,0.0,0.009393522283264524
1.98,flattop,8.703187119948742,4.961413614516813,5.948551486022414,4.961413614516813,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.844521954585228e-05,1.3913224571441401e-05,0.0,12.2,0.658097338349878,-310.219903920862,3.2079108412257797,0.0,0.009245380825439119
2.0,flattop,8.702938926261462,4.96141066335026,5.948547551133676,4.96141066335026,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.7858774233875024e-05,1.3470869016706715e-05,0.0,12.2,0.6404159451448145,-310.20691878802705,3.207294691523765,0.0,0.008951434189073798
2.02,flattop,8.702679133974895,4.961407790480547,5.948543720640726,4.961407790480547,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.6990685383915155e-05,1.2816069810471628e-05,0.0,12.2,0.6236467283812572,-310.1942781612918,3.2066497661422924,0.0,0.008516318088219295
2.04,flattop,8.702408768370509,4.961404991611585,5.948539988815442,4.961404991611585,0.01621525626979218,0.05182949966737031,-0.11423771503071486,-0.007281694611907957,-1.585464327570749e-05,1.1959153527376413e-05,0.0,12.2,0.6078556151140114,-310.1819631378568,3.2059786127041927,0.0,0.007946894563711756
